user_id,total_purchase_value_inApp,total_purchases_inApp,first_purchase_date_inApp,last_purchase_date_inApp,number_of_purchase_days_inApp,preferred_product_inApp,average_purchase_value_inApp
283618,4.99,1,2024-03-06,2024-03-06,1,Promotion,4.99
283637,44.910000000000004,9,2024-03-01,2024-04-25,9,Remove Ads,4.99
283644,9.98,2,2024-03-05,2024-03-05,1,Gold,4.99
283654,4.99,1,2024-04-16,2024-04-16,1,Gold,4.99
283783,14.98,2,2024-04-05,2024-04-06,2,Gold,7.49
283832,4.99,1,2024-03-20,2024-03-20,1,Promotion,4.99
283856,4.99,1,2024-03-31,2024-03-31,1,Gold,4.99
283889,9.98,2,2024-03-04,2024-03-04,1,Gold,4.99
283890,14.97,3,2024-03-21,2024-04-13,3,Promotion,4.99
283901,14.97,3,2024-03-04,2024-03-04,1,Gold,4.99
283924,24.950000000000003,5,2024-04-03,2024-04-28,5,Remove Ads,4.99
283964,9.98,2,2024-03-24,2024-03-24,1,Promotion,4.99
283977,4.99,1,2024-04-24,2024-04-24,1,Gold,4.99
284035,14.97,3,2024-04-11,2024-04-23,3,Gold,4.99
284040,4.99,1,2024-04-01,2024-04-01,1,Promotion,4.99
284049,9.98,2,2024-04-11,2024-04-11,1,Gold,4.99
284066,4.99,1,2024-04-25,2024-04-25,1,Promotion,4.99
284070,4.99,1,2024-03-09,2024-03-09,1,Promotion,4.99
284094,4.99,1,2024-04-29,2024-04-29,1,Gold,4.99
284330,19.96,4,2024-03-14,2024-03-21,2,Gold,4.99
284337,4.99,1,2024-03-01,2024-03-01,1,Gold,4.99
284406,19.96,4,2024-04-04,2024-04-10,3,Promotion,4.99
284519,14.97,3,2024-03-01,2024-03-01,1,Gold,4.99
284559,4.99,1,2024-03-14,2024-03-14,1,Gold,4.99
284622,154.70000000000002,30,2024-04-04,2024-04-26,13,Gold,5.16
284654,29.950000000000003,5,2024-03-11,2024-03-26,5,Gold,5.99
284659,69.87,13,2024-03-10,2024-04-30,11,Promotion,5.37
284665,59.89,11,2024-03-31,2024-04-30,10,Promotion,5.44
284707,314.63,37,2024-03-02,2024-04-27,23,Gold,8.5
284768,14.97,3,2024-03-19,2024-04-18,2,Promotion,4.99
284769,4.99,1,2024-03-26,2024-03-26,1,Promotion,4.99
284776,4.99,1,2024-04-02,2024-04-02,1,Promotion,4.99
284792,19.96,4,2024-04-07,2024-04-23,4,Gold,4.99
284800,9.98,2,2024-03-31,2024-03-31,1,Promotion,4.99
284843,9.99,2,2024-04-18,2024-04-18,1,Gold,5.0
284891,109.78,22,2024-03-15,2024-04-06,12,Gold,4.99
284965,4.99,1,2024-03-09,2024-03-09,1,Remove Ads,4.99
285071,69.89,11,2024-03-12,2024-04-24,5,Promotion,6.35
285118,4.99,1,2024-04-15,2024-04-15,1,Promotion,4.99
285209,4.99,1,2024-03-15,2024-03-15,1,Gold,4.99
285210,59.94,6,2024-04-22,2024-04-29,4,Gold,9.99
285211,4.99,1,2024-03-23,2024-03-23,1,Promotion,4.99
285236,29.96,4,2024-03-05,2024-03-06,2,Promotion,7.49
285249,29.96,4,2024-03-01,2024-03-06,3,Gold,7.49
285274,4.99,3,2024-04-08,2024-04-25,3,Remove Ads,1.66
285493,4.99,1,2024-04-06,2024-04-06,1,Promotion,4.99
285497,14.97,3,2024-04-13,2024-04-30,3,Gold,4.99
285607,4.99,1,2024-04-05,2024-04-05,1,Gold,4.99
285634,49.97,3,2024-04-05,2024-04-08,2,Gold,16.66
285656,24.96,4,2024-03-01,2024-03-16,4,Promotion,6.24
285671,49.900000000000006,10,2024-04-01,2024-04-25,6,Gold,4.99
285706,4.99,1,2024-03-16,2024-03-16,1,Promotion,4.99
285786,4.99,1,2024-03-14,2024-03-14,1,Promotion,4.99
285810,9.98,2,2024-04-04,2024-04-06,2,Gold,4.99
285825,14.97,3,2024-03-16,2024-03-18,2,Promotion,4.99
285934,9.98,2,2024-03-20,2024-04-16,2,Gold,4.99
285979,34.94,6,2024-03-02,2024-04-30,6,Gold,5.82
286020,24.950000000000003,5,2024-03-12,2024-03-14,3,Gold,4.99
286058,4.99,1,2024-03-14,2024-03-14,1,Promotion,4.99
286087,14.97,3,2024-03-08,2024-03-09,2,Promotion,4.99
286095,4.99,1,2024-03-31,2024-03-31,1,Promotion,4.99
286099,19.96,4,2024-03-17,2024-03-24,2,Promotion,4.99
286194,9.98,2,2024-04-08,2024-04-22,2,Gold,4.99
286241,9.98,2,2024-03-10,2024-03-13,2,Gold,4.99
286253,54.900000000000006,10,2024-03-25,2024-04-05,7,Promotion,5.49
286297,19.97,3,2024-03-04,2024-03-13,2,Promotion,6.66
286306,9.98,2,2024-03-06,2024-03-14,2,Gold,4.99
286339,9.98,2,2024-03-03,2024-03-03,1,Gold,4.99
286398,49.910000000000004,9,2024-03-01,2024-03-12,7,Promotion,5.55
286414,29.94,6,2024-03-16,2024-04-02,2,Gold,4.99
286477,19.96,4,2024-03-10,2024-04-17,4,Promotion,4.99
286516,4.99,1,2024-04-20,2024-04-20,1,Gold,4.99
286542,4.99,1,2024-04-23,2024-04-23,1,Promotion,4.99
286688,9.98,2,2024-04-16,2024-04-27,2,Promotion,4.99
286694,14.97,3,2024-03-14,2024-03-15,2,Gold,4.99
286804,4.99,1,2024-04-15,2024-04-15,1,Promotion,4.99
286911,14.97,3,2024-03-20,2024-03-22,3,Promotion,4.99
286965,19.96,4,2024-04-05,2024-04-05,1,Gold,4.99
286972,4.99,1,2024-03-12,2024-03-12,1,Gold,4.99
286978,29.94,6,2024-03-23,2024-04-11,5,Gold,4.99
287025,4.99,1,2024-03-13,2024-03-13,1,Promotion,4.99
287037,149.81,19,2024-03-02,2024-05-01,12,Gold,7.88
287049,4.99,1,2024-03-26,2024-03-26,1,Promotion,4.99
287053,4.99,1,2024-04-09,2024-04-09,1,Promotion,4.99
287110,34.95,5,2024-03-29,2024-04-07,4,Promotion,6.99
287113,19.96,4,2024-03-02,2024-03-06,3,Gold,4.99
287139,14.97,3,2024-04-13,2024-04-27,3,Remove Ads,4.99
287141,4.99,1,2024-04-09,2024-04-09,1,Promotion,4.99
287149,9.98,2,2024-03-05,2024-03-06,2,Gold,4.99
287239,4.99,1,2024-03-26,2024-03-26,1,Promotion,4.99
287249,89.87,13,2024-03-20,2024-04-27,8,Gold,6.91
287308,4.99,1,2024-04-01,2024-04-01,1,Promotion,4.99
287315,44.94,6,2024-03-19,2024-04-15,6,Promotion,7.49
287361,49.93,7,2024-04-04,2024-04-29,5,Remove Ads,7.13
287377,4.99,1,2024-03-02,2024-03-02,1,Promotion,4.99
287427,49.900000000000006,10,2024-03-01,2024-04-25,9,Remove Ads,4.99
287475,14.97,3,2024-03-16,2024-04-09,3,Promotion,4.99
287490,4.99,1,2024-04-03,2024-04-03,1,Gold,4.99
287578,14.97,3,2024-03-12,2024-03-19,3,Gold,4.99
287596,94.83,17,2024-03-05,2024-04-29,12,Promotion,5.58
287597,4.99,1,2024-03-16,2024-03-16,1,Promotion,4.99
287608,29.950000000000003,5,2024-03-24,2024-04-23,4,Promotion,5.99
287618,4.99,1,2024-03-19,2024-03-19,1,Promotion,4.99
287673,4.99,1,2024-04-22,2024-04-22,1,Promotion,4.99
287708,19.96,4,2024-03-18,2024-03-28,3,Gold,4.99
287798,4.99,1,2024-03-16,2024-03-16,1,Gold,4.99
287956,4.99,1,2024-03-16,2024-03-16,1,Promotion,4.99
287976,4.99,1,2024-04-28,2024-04-28,1,Gold,4.99
288057,4.99,1,2024-04-18,2024-04-18,1,Promotion,4.99
288174,4.99,1,2024-04-13,2024-04-13,1,Promotion,4.99
288177,14.98,2,2024-04-17,2024-04-23,2,Gold,7.49
288203,64.91,9,2024-04-17,2024-04-30,7,Promotion,7.21
288242,4.99,1,2024-03-07,2024-03-07,1,Gold,4.99
288302,9.98,2,2024-03-30,2024-04-06,2,Promotion,4.99
288307,34.94,6,2024-03-31,2024-04-20,4,Promotion,5.82
288359,9.98,2,2024-04-03,2024-04-03,1,Promotion,4.99
288371,49.900000000000006,10,2024-03-23,2024-04-30,10,Remove Ads,4.99
288398,4.99,1,2024-03-26,2024-03-26,1,Gold,4.99
288404,4.99,1,2024-04-01,2024-04-01,1,Promotion,4.99
288447,4.99,1,2024-04-05,2024-04-05,1,Gold,4.99
288480,29.94,6,2024-03-02,2024-03-13,3,Gold,4.99
288492,119.83,17,2024-03-02,2024-04-18,10,Gold,7.05
288509,14.97,4,2024-04-14,2024-04-18,2,Gold,3.74
288550,4.99,1,2024-03-17,2024-03-17,1,Promotion,4.99
288577,29.96,4,2024-03-02,2024-04-23,4,Gold,7.49
288604,9.98,2,2024-03-10,2024-03-10,1,Gold,4.99
288605,19.96,4,2024-03-06,2024-03-07,2,Gold,4.99
288630,4.99,1,2024-04-13,2024-04-13,1,Gold,4.99
288640,4.99,1,2024-03-04,2024-03-04,1,Gold,4.99
288709,39.95,5,2024-04-14,2024-04-18,3,Promotion,7.99
288815,19.96,4,2024-03-28,2024-04-15,4,Remove Ads,4.99
288827,29.94,6,2024-03-17,2024-03-29,3,Gold,4.99
288833,4.99,1,2024-03-04,2024-03-04,1,Gold,4.99
288847,9.98,2,2024-03-10,2024-03-17,2,Remove Ads,4.99
288936,139.83,17,2024-04-09,2024-04-28,7,Gold,8.23
288951,4.99,1,2024-03-23,2024-03-23,1,Promotion,4.99
288969,4.99,1,2024-03-02,2024-03-02,1,Promotion,4.99
288987,4.99,1,2024-04-08,2024-04-08,1,Promotion,4.99
289113,4.99,1,2024-03-10,2024-03-10,1,Promotion,4.99
289115,29.94,6,2024-03-02,2024-03-07,2,Gold,4.99
289116,4.99,1,2024-03-30,2024-03-30,1,Promotion,4.99
289138,9.98,2,2024-04-04,2024-04-06,2,Promotion,4.99
289161,29.99,1,2024-03-15,2024-03-15,1,Gold,29.99
289186,14.98,2,2024-04-22,2024-04-22,1,Gold,7.49
289279,9.98,2,2024-03-06,2024-03-09,2,Promotion,4.99
289301,9.98,2,2024-03-23,2024-03-24,2,Gold,4.99
289351,14.97,3,2024-03-12,2024-04-01,3,Promotion,4.99
289392,29.96,4,2024-03-11,2024-03-27,3,Gold,7.49
289456,4.99,1,2024-04-09,2024-04-09,1,Promotion,4.99
289479,24.96,4,2024-03-05,2024-04-30,3,Promotion,6.24
289512,4.99,1,2024-04-04,2024-04-04,1,Promotion,4.99
289575,9.98,2,2024-04-09,2024-04-16,2,Remove Ads,4.99
289643,9.98,2,2024-04-17,2024-04-23,2,Promotion,4.99
289762,4.99,1,2024-03-19,2024-03-19,1,Promotion,4.99
289810,9.98,2,2024-03-28,2024-03-28,1,Promotion,4.99
289867,104.80000000000001,20,2024-04-25,2024-05-01,4,Gold,5.24
289886,4.99,1,2024-03-19,2024-03-19,1,Gold,4.99
289888,4.99,1,2024-03-07,2024-03-07,1,Remove Ads,4.99
289914,4.99,1,2024-03-14,2024-03-14,1,Promotion,4.99
289936,4.99,1,2024-03-05,2024-03-05,1,Gold,4.99
290017,4.99,1,2024-04-11,2024-04-11,1,Promotion,4.99
290031,9.98,2,2024-04-09,2024-04-13,2,Promotion,4.99
290079,4.99,1,2024-03-15,2024-03-15,1,Promotion,4.99
290159,4.99,1,2024-04-22,2024-04-22,1,Promotion,4.99
290188,19.96,4,2024-03-22,2024-03-31,3,Gold,4.99
290202,4.99,1,2024-03-19,2024-03-19,1,Promotion,4.99
290239,19.96,4,2024-03-22,2024-04-16,4,Promotion,4.99
290287,4.99,1,2024-04-17,2024-04-17,1,Remove Ads,4.99
290348,4.99,1,2024-04-07,2024-04-07,1,Promotion,4.99
290462,9.98,2,2024-04-05,2024-04-08,2,Promotion,4.99
290558,4.99,1,2024-03-06,2024-03-06,1,Gold,4.99
290561,9.98,2,2024-03-08,2024-03-08,1,Gold,4.99
290627,34.97,8,2024-03-07,2024-04-08,8,Remove Ads,4.37
290628,4.99,1,2024-03-16,2024-03-16,1,Gold,4.99
290698,173.72,28,2024-03-28,2024-04-12,13,Gold,6.2
290705,4.99,1,2024-03-14,2024-03-14,1,Promotion,4.99
290777,14.97,3,2024-03-24,2024-03-31,2,Promotion,4.99
290779,4.99,1,2024-04-11,2024-04-11,1,Remove Ads,4.99
290787,4.99,1,2024-04-20,2024-04-20,1,Gold,4.99
290861,29.94,6,2024-03-02,2024-04-28,5,Gold,4.99
290866,4.99,1,2024-03-31,2024-03-31,1,Promotion,4.99
290901,9.98,2,2024-04-05,2024-04-05,1,Gold,4.99
290916,4.99,1,2024-04-08,2024-04-08,1,Gold,4.99
290933,9.98,2,2024-04-18,2024-04-25,2,Remove Ads,4.99
290981,4.99,1,2024-03-13,2024-03-13,1,Promotion,4.99
290990,4.99,1,2024-03-03,2024-03-03,1,Remove Ads,4.99
291050,9.98,2,2024-03-06,2024-04-20,2,Promotion,4.99
291079,4.99,1,2024-03-13,2024-03-13,1,Gold,4.99
291111,4.99,1,2024-04-19,2024-04-19,1,Promotion,4.99
291208,4.99,1,2024-03-02,2024-03-02,1,Gold,4.99
291261,4.99,1,2024-03-28,2024-03-28,1,Gold,4.99
291357,9.98,2,2024-04-19,2024-04-19,1,Gold,4.99
291384,4.99,1,2024-03-23,2024-03-23,1,Promotion,4.99
291430,4.99,1,2024-04-23,2024-04-23,1,Promotion,4.99
291471,14.97,5,2024-03-01,2024-03-20,3,Gold,2.99
291514,24.950000000000003,5,2024-04-13,2024-04-30,4,Remove Ads,4.99
291518,4.99,1,2024-03-02,2024-03-02,1,Gold,4.99
291585,24.979999999999997,2,2024-03-25,2024-04-09,2,Gold,12.49
291607,9.98,2,2024-04-09,2024-04-09,1,Promotion,4.99
291792,4.99,1,2024-04-07,2024-04-07,1,Promotion,4.99
291858,19.97,3,2024-03-01,2024-03-08,2,Gold,6.66
291887,4.99,1,2024-03-10,2024-03-10,1,Promotion,4.99
291890,44.910000000000004,9,2024-03-10,2024-04-23,7,Promotion,4.99
291915,9.98,2,2024-04-22,2024-04-22,1,Promotion,4.99
291953,9.98,2,2024-03-12,2024-03-17,2,Gold,4.99
291972,9.98,2,2024-03-02,2024-03-02,1,Gold,4.99
291975,29.94,6,2024-03-17,2024-04-30,6,Gold,4.99
292039,39.93,7,2024-04-20,2024-04-24,3,Gold,5.7
292041,19.97,3,2024-03-12,2024-04-27,3,Gold,6.66
292092,19.97,3,2024-03-05,2024-03-07,3,Gold,6.66
292188,19.96,4,2024-03-30,2024-04-16,4,Remove Ads,4.99
292211,4.99,1,2024-03-05,2024-03-05,1,Remove Ads,4.99
292220,29.950000000000003,5,2024-03-01,2024-04-12,5,Remove Ads,5.99
292230,334.53000000000003,47,2024-03-11,2024-04-28,34,Promotion,7.12
292293,4.99,2,2024-03-26,2024-03-29,2,Promotion,2.5
292307,19.96,4,2024-04-21,2024-05-01,3,Remove Ads,4.99
292349,4.99,1,2024-04-08,2024-04-08,1,Gold,4.99
292414,24.950000000000003,5,2024-03-24,2024-03-27,4,Promotion,4.99
292427,4.99,1,2024-04-09,2024-04-09,1,Remove Ads,4.99
292444,14.97,3,2024-03-12,2024-03-13,2,Promotion,4.99
292453,4.99,1,2024-03-13,2024-03-13,1,Promotion,4.99
292483,4.99,1,2024-04-10,2024-04-10,1,Promotion,4.99
292524,4.99,1,2024-04-17,2024-04-17,1,Remove Ads,4.99
292546,14.97,3,2024-04-21,2024-04-25,3,Promotion,4.99
292573,9.98,2,2024-03-02,2024-03-02,1,Gold,4.99
292599,4.99,1,2024-03-10,2024-03-10,1,Promotion,4.99
292654,4.99,1,2024-04-23,2024-04-23,1,Promotion,4.99
292656,14.97,3,2024-04-02,2024-04-04,2,Gold,4.99
292701,4.99,1,2024-04-16,2024-04-16,1,Gold,4.99
292718,9.98,2,2024-03-09,2024-03-23,2,Promotion,4.99
292726,29.950000000000003,5,2024-03-26,2024-03-29,4,Promotion,5.99
292876,4.99,1,2024-03-08,2024-03-08,1,Promotion,4.99
292886,4.99,1,2024-04-11,2024-04-11,1,Promotion,4.99
292899,4.99,1,2024-03-23,2024-03-23,1,Promotion,4.99
292915,29.94,6,2024-03-10,2024-03-18,3,Gold,4.99
292918,4.99,1,2024-04-18,2024-04-18,1,Remove Ads,4.99
292919,24.950000000000003,5,2024-03-03,2024-04-28,5,Gold,4.99
292925,14.97,3,2024-03-16,2024-04-09,3,Promotion,4.99
292994,4.99,1,2024-03-11,2024-03-11,1,Promotion,4.99
293146,4.99,1,2024-04-21,2024-04-21,1,Gold,4.99
293227,4.99,1,2024-03-07,2024-03-07,1,Promotion,4.99
293310,4.99,1,2024-03-31,2024-03-31,1,Gold,4.99
293422,4.99,1,2024-03-23,2024-03-23,1,Promotion,4.99
293429,14.97,3,2024-04-04,2024-04-04,1,Gold,4.99
293431,14.97,3,2024-04-09,2024-04-26,3,Remove Ads,4.99
293480,14.97,3,2024-03-09,2024-03-13,2,Promotion,4.99
293491,14.97,3,2024-03-20,2024-03-22,2,Gold,4.99
293493,24.950000000000003,5,2024-03-31,2024-04-03,2,Gold,4.99
293654,4.99,1,2024-03-29,2024-03-29,1,Promotion,4.99
293717,9.98,2,2024-03-11,2024-04-04,2,Promotion,4.99
293732,14.97,3,2024-04-11,2024-04-19,2,Promotion,4.99
293791,4.99,1,2024-04-22,2024-04-22,1,Promotion,4.99
293903,29.94,6,2024-03-15,2024-03-19,4,Promotion,4.99
293985,4.99,1,2024-03-18,2024-03-18,1,Gold,4.99
294010,4.99,1,2024-03-26,2024-03-26,1,Promotion,4.99
294054,4.99,1,2024-04-11,2024-04-11,1,Promotion,4.99
294055,14.97,3,2024-03-17,2024-04-29,3,Remove Ads,4.99
294102,34.93,7,2024-04-16,2024-04-24,3,Promotion,4.99
294130,29.950000000000003,5,2024-04-13,2024-04-15,2,Promotion,5.99
294167,69.88,12,2024-03-06,2024-04-30,9,Promotion,5.82
294171,9.98,2,2024-04-02,2024-04-09,2,Remove Ads,4.99
294197,44.92,8,2024-04-08,2024-05-01,7,Gold,5.62
294201,34.93,7,2024-03-12,2024-03-29,5,Gold,4.99
294268,9.98,2,2024-03-08,2024-03-09,2,Gold,4.99
294333,9.98,2,2024-04-05,2024-04-05,1,Gold,4.99
294362,14.97,3,2024-03-09,2024-03-23,3,Remove Ads,4.99
294373,9.98,2,2024-03-30,2024-03-30,1,Gold,4.99
294418,4.99,1,2024-04-16,2024-04-16,1,Promotion,4.99
294459,14.97,3,2024-04-08,2024-04-12,3,Gold,4.99
294509,14.97,3,2024-03-02,2024-04-01,3,Promotion,4.99
294539,4.99,1,2024-03-11,2024-03-11,1,Gold,4.99
294587,4.99,1,2024-03-10,2024-03-10,1,Promotion,4.99
294664,4.99,1,2024-04-22,2024-04-22,1,Gold,4.99
294677,4.99,1,2024-04-12,2024-04-12,1,Promotion,4.99
294718,34.94,6,2024-04-18,2024-05-01,5,Promotion,5.82
294721,9.98,2,2024-03-17,2024-04-19,2,Gold,4.99
294723,4.99,1,2024-04-08,2024-04-08,1,Promotion,4.99
294728,9.98,2,2024-04-12,2024-04-12,1,Promotion,4.99
294783,84.87,13,2024-03-09,2024-04-11,10,Promotion,6.53
294824,4.99,1,2024-03-08,2024-03-08,1,Promotion,4.99
294832,9.98,2,2024-04-16,2024-04-18,2,Gold,4.99
294891,4.99,1,2024-04-26,2024-04-26,1,Promotion,4.99
294893,29.94,6,2024-04-01,2024-04-18,4,Gold,4.99
294903,4.99,1,2024-03-14,2024-03-14,1,Gold,4.99
294906,19.96,4,2024-04-24,2024-04-28,3,Promotion,4.99
294934,4.99,1,2024-03-13,2024-03-13,1,Promotion,4.99
294939,24.950000000000003,5,2024-03-01,2024-05-01,5,Gold,4.99
294973,24.96,4,2024-03-22,2024-04-30,2,Gold,6.24
294978,9.98,2,2024-03-02,2024-03-16,2,Promotion,4.99
294997,29.94,6,2024-03-02,2024-03-08,4,Gold,4.99
295042,4.99,1,2024-03-28,2024-03-28,1,Promotion,4.99
295078,4.99,1,2024-03-08,2024-03-08,1,Remove Ads,4.99
295094,4.99,1,2024-04-29,2024-04-29,1,Promotion,4.99
295101,4.99,1,2024-04-05,2024-04-05,1,Promotion,4.99
295120,4.99,1,2024-04-06,2024-04-06,1,Promotion,4.99
295203,119.77000000000001,23,2024-03-21,2024-04-23,14,Gold,5.21
295235,189.8,20,2024-03-03,2024-04-16,10,Gold,9.49
295290,4.99,1,2024-03-23,2024-03-23,1,Gold,4.99
295356,4.99,1,2024-04-23,2024-04-23,1,Promotion,4.99
295371,14.97,3,2024-03-24,2024-04-14,3,Gold,4.99
295391,4.99,1,2024-03-20,2024-03-20,1,Promotion,4.99
295395,4.99,1,2024-04-17,2024-04-17,1,Promotion,4.99
295416,4.99,1,2024-03-27,2024-03-27,1,Promotion,4.99
295423,49.900000000000006,10,2024-03-01,2024-05-01,10,Remove Ads,4.99
295460,139.8,20,2024-03-07,2024-04-29,17,Promotion,6.99
295509,49.94,6,2024-03-04,2024-04-11,6,Gold,8.32
295517,4.99,1,2024-03-11,2024-03-11,1,Promotion,4.99
295546,4.99,1,2024-03-08,2024-03-08,1,Promotion,4.99
295610,4.99,1,2024-03-21,2024-03-21,1,Promotion,4.99
295656,4.99,1,2024-04-02,2024-04-02,1,Promotion,4.99
295670,9.98,2,2024-04-13,2024-04-20,2,Promotion,4.99
295678,29.94,6,2024-03-01,2024-04-10,6,Promotion,4.99
295786,4.99,1,2024-04-01,2024-04-01,1,Remove Ads,4.99
295843,4.99,1,2024-04-26,2024-04-26,1,Promotion,4.99
295917,4.99,1,2024-04-19,2024-04-19,1,Promotion,4.99
295926,14.97,3,2024-03-01,2024-03-12,3,Gold,4.99
296029,9.98,2,2024-04-05,2024-04-09,2,Gold,4.99
296034,4.99,1,2024-03-02,2024-03-02,1,Promotion,4.99
296064,4.99,1,2024-03-28,2024-03-28,1,Promotion,4.99
296084,19.96,4,2024-04-23,2024-04-30,3,Promotion,4.99
296119,29.97,3,2024-03-15,2024-03-22,2,Remove Ads,9.99
296137,9.98,2,2024-04-22,2024-04-23,2,Gold,4.99
296175,4.99,1,2024-03-07,2024-03-07,1,Promotion,4.99
296177,104.79,21,2024-03-14,2024-04-26,12,Gold,4.99
296187,29.950000000000003,5,2024-03-03,2024-03-11,3,Promotion,5.99
296196,9.98,2,2024-04-04,2024-04-13,2,Promotion,4.99
296251,4.99,9,2024-03-13,2024-04-11,7,Remove Ads,0.55
296342,4.99,1,2024-03-27,2024-03-27,1,Promotion,4.99
296347,9.98,2,2024-03-24,2024-03-31,2,Remove Ads,4.99
296379,4.99,1,2024-03-02,2024-03-02,1,Promotion,4.99
296402,4.99,1,2024-03-14,2024-03-14,1,Promotion,4.99
296423,9.98,2,2024-04-09,2024-04-10,2,Gold,4.99
296430,34.93,8,2024-03-05,2024-03-18,7,Promotion,4.37
296476,4.99,1,2024-03-16,2024-03-16,1,Promotion,4.99
296504,4.99,1,2024-03-16,2024-03-16,1,Promotion,4.99
296536,39.92,8,2024-03-02,2024-03-12,4,Gold,4.99
296591,4.99,2,2024-03-29,2024-04-08,2,Gold,2.5
296609,24.950000000000003,5,2024-03-14,2024-03-21,4,Gold,4.99
296637,4.99,1,2024-03-28,2024-03-28,1,Promotion,4.99
296655,9.98,2,2024-03-12,2024-03-15,2,Gold,4.99
296678,4.99,1,2024-03-21,2024-03-21,1,Promotion,4.99
296725,4.99,1,2024-03-26,2024-03-26,1,Promotion,4.99
296747,4.99,1,2024-03-21,2024-03-21,1,Gold,4.99
296840,29.94,6,2024-03-02,2024-04-06,4,Remove Ads,4.99
296859,74.95,5,2024-04-18,2024-04-23,2,Gold,14.99
296931,4.99,1,2024-03-10,2024-03-10,1,Gold,4.99
297133,9.98,2,2024-03-10,2024-03-21,2,Promotion,4.99
297157,14.97,3,2024-04-19,2024-04-25,3,Promotion,4.99
